-4.692853163231766045e-01,2.063385492678828925e-01
-1.738320879655472773e-01,9.840060065095601605e-01
-4.742925180925568474e-01,1.923322563373039765e-02
-6.762090172137606991e-01,-6.606341054354738507e-01
-8.302136617294406662e-01,5.850262589416682646e-01
-4.338539308519015480e-01,-2.419832321082921456e-01
-4.792854576429224078e-01,2.600874518048211861e-02
-9.771199852171262856e-01,7.285883149030084049e-02
-1.678941579138888973e-01,9.513976355534492502e-01
1.299818044968545083e-01,-5.325604617156318721e-01
9.794903538250810948e-01,2.049196185861349440e-01
2.179966761088809046e-01,-1.044791040506754198e+00
-2.857963181559954879e-01,-3.954789999851144322e-01
-5.701599220831821135e-01,8.204173464493540457e-01
-4.096679046325411577e-01,4.837702624382234778e-02
-4.497245544729510658e-01,-1.687469331013656537e-01
4.920038121641296391e-01,-8.543121917769512519e-02
7.312521055698985029e-01,7.068041010633658860e-01
3.159814966665869251e-02,4.137157052029082349e-01
-2.651794901378495828e-01,-3.449983394628957090e-01
4.677422553449294140e-01,-1.489925003155970484e-01
5.342288404348823905e-01,-1.018313462562060456e-01
2.954513833692540281e-01,3.586116851145232376e-01
-3.925715053104114616e-01,2.683938399562249555e-01
-3.610281486522037286e-01,8.826002072104633944e-01
2.637690168999271556e-01,-2.688686189239639646e-01
4.290544974434420955e-01,-7.558648210587785854e-02
5.745175015261551055e-01,-8.361995353375282214e-01
-8.325418179363255344e-01,6.583813940368017370e-01
-2.956164642824621325e-01,4.281207034500968955e-01
4.135943320685994684e-01,-3.301057769746339465e-01
-3.432671814904006968e-01,4.274172440392705608e-01
1.130102556792076940e-01,-4.808071339338471639e-01
-3.523586122990756686e-01,-9.306060728455906039e-01
9.871081584942328346e-01,1.035010225861146688e-01
-2.691085730947795351e-01,3.740365305359276138e-01
-3.994673045291328162e-01,-3.735702847270693239e-01
-1.396501537426110273e-01,9.929740870516760021e-01
5.001579384443274323e-01,-8.368967978483632386e-01
-4.186484408094492959e-03,1.037099615518258133e+00
-4.275707614586337635e-01,-1.550829362604753681e-01
-7.989351511767579517e-01,7.044898689499865529e-01
4.190178769183225405e-01,-1.466241579464858946e-01
-9.538554031993266846e-02,-1.082436767163649005e+00
6.494937429246788740e-01,6.703742727125256984e-01
-2.848547813577625432e-01,9.555528304067750778e-01
1.029140114905617187e+00,2.412119407071861704e-02
9.998353737536150865e-01,3.239523266454334971e-01
-2.922019386591048762e-01,-4.860622362356337156e-01
8.128824636185469910e-01,5.231383968930263251e-01
-3.518943861894558989e-01,1.023054397662896520e+00
-2.231439155928691687e-01,-9.635022260343399925e-01
-9.962149302521627892e-01,-1.373926995115229144e-01
-3.399483832324011745e-01,-3.754823298827068001e-01
1.165558020993340410e-01,-1.015489577257740583e+00
1.470056796744657612e-01,1.050949598804976182e+00
-8.210171162727779581e-01,-5.369669879158128767e-01
8.600049711049327916e-01,4.265475916394140254e-01
3.584811213683808395e-01,-9.373435314146432162e-01
-4.341896030520455696e-01,9.965886927835728715e-01
4.602650982959352044e-01,-1.144913415894436987e-01
